1,205621200
2,111351500
3,94937200
4,72850300
5,70644800
6,57787100
7,52875300
8,56084700
9,48855900
10,45871900
11,58563300
12,54936800
13,60867600
14,55143800
15,59771700
16,45678400
17,69298600
18,49033800
19,60214900
20,57442900
21,50590800
22,49783200
23,50039700
24,49589400
25,51066800
26,49626600
27,52694900
28,45663700
29,47953500
30,52408800
31,49700600
32,49309900
33,49940900
34,48248700
35,48806900
36,47564800
37,46918100
38,46398800
39,48551000
40,50556100
41,49527300
42,56539800
43,61436900
44,59650300
45,63281900
46,56018800
47,70255800
48,54542700
49,54958300
50,53248800
51,51176400
52,50904300
53,50416000
54,49844100
55,48091200
56,48079900
57,45842500
58,48661800
59,47431200
60,47932800
61,51790900
62,51339900
63,48761300
64,50651400
65,48671600
66,50813300
67,52917900
68,46883400
69,49887600
70,49162500
71,48235100
72,49057900
73,48514300
74,51976900
75,49762200
76,49493900
77,47761200
78,48543400
79,49831600
80,49944000
81,50372200
82,50951100
83,49413400
84,50779400
85,50541200
86,49056300
87,50806000
88,53288300
89,47908900
90,48763200
91,48879000
92,49253200
93,48947300
94,50985000
95,49742700
96,49783100
97,49937200
98,48837400
99,49601700
100,50122500
101,50797800
102,53819800
103,52205500
104,52473900
105,68047400
106,55090000
107,52061000
108,52462600
109,48784900
110,48356500
111,49106500
112,50054400
113,56197700
114,50655400
115,49001400
116,49439600
117,49515400
118,49524700
119,49879000
120,51381400
121,52471900
122,51762000
123,51658600
124,51666000
125,48750900
126,50445700
127,53311500
128,52413000
129,51257200
130,50855900
131,51664000
132,49120300
133,53869000
134,54831200
135,51445000
136,48998200
137,48746300
138,50677900
139,51497100
140,61735400
141,71119000
142,66147200
143,59022000
144,57247200
145,54207500
146,61152100
147,52985200
148,49615200
149,52814900
150,56544300
151,54052100
152,50094400
153,49787900
154,50252600
155,50943600
156,51436500
157,52341800
158,51229100
159,53372400
160,52905800
161,53375600
162,50364300
163,50457900
164,51726000
165,54372600
166,52014800
167,50052600
168,49158600
169,52829000
170,52715400
171,53077200
172,51975200
173,51803900
174,50193600
175,52363100
176,51522300
177,51425000
178,50071300
179,53634200
180,55753800
181,50989100
182,51834400
183,50835800
184,54017400
185,56022500
186,50324100
187,51795000
188,54096600
189,52367700
190,53351100
191,51685900
192,51587000
193,51789800
194,55048200
195,54246600
196,54048600
197,61197200
198,84316100
199,84360500
200,54573100
201,80485700
202,79871900
203,56843700
204,62230200
205,80695000
206,92185300
207,73063700
208,67368900
209,75733400
210,71095900
211,66521700
212,92106000
213,88365700
214,57949100
215,59218200
216,79818500
217,61111100
218,69405200
219,88667300
220,62302800
221,68638500
222,62677900
223,61596300
224,74682700
225,110181700
226,91174900
227,95774800
228,71211900
229,76679200
230,70853000
231,63652900
232,59772200
233,71187900
234,64856700
235,64217400
236,54747600
237,56026900
238,60599700
239,66944500
240,76130400
241,62863700
242,68936400
243,61896700
244,56188800
245,62980300
246,51909400
247,52717300
248,52458200
249,51936800
250,52534100
251,52127100
252,55066300
253,53407600
254,54453900
255,53840200
256,51837500
257,52431700
258,57096300
259,53894700
260,51288900
261,53138400
262,53251200
263,52730900
264,59071100
265,52008000
266,52446400
267,53420300
268,54225900
269,59315500
270,60356400
271,61011400
272,57886600
273,60460200
274,58871300
275,61545400
276,57712200
277,55824500
278,53205300
279,53118600
280,56064900
281,54749400
282,58859400
283,53526500
284,53344500
285,52471500
286,52937100
287,53806900
288,52276200
289,53702700
290,55402500
291,54157700
292,56386000
293,63801700
294,61394300
295,74853700
296,59251700
297,57764700
298,58955800
299,59674900
300,65345500
301,63731200
302,56218400
303,53988600
304,53322000
305,55861500
306,55433000
307,58749500
308,70840500
309,87856800
310,74765900
311,82949300
312,56156500
313,58550600
314,58719600
315,58808700
316,60793800
317,53057600
318,54282500
319,57074000
320,55416000
321,53148200
322,55511500
323,55310100
324,57578700
325,57219000
326,55456100
327,54244400
328,57122000
329,57013300
330,55034900
331,58256600
332,55921300
333,57051600
334,60417500
335,54595700
336,56823700
337,55738000
338,56463600
339,54036100
340,54962600
341,55534700
342,56687000
343,55231400
344,54911200
345,54938400
346,56815700
347,58008400
348,54758700
349,54479700
350,56775300
351,56019300
352,60479400
353,57389000
354,55578300
355,57053100
356,56783600
357,55962200
358,57222200
359,56633200
360,57408800
361,55333100
362,55801100
363,60636400
364,77515200
365,98258700
366,69416000
367,63834200
368,74241100
369,66526000
370,70654200
371,90109400
372,101807100
373,80009200
374,75640100
375,90563100
376,82549300
377,85718500
378,68459300
379,74067500
380,76878800
381,85802100
382,87001400
383,77875900
384,74408700
385,68043900
386,79237800
387,76218700
388,84250600
389,89395400
390,95689000
391,87931000
392,74356200
393,90756600
394,68375000
395,62364200
396,75185600
397,70509400
398,71258200
399,66890500
400,67333400
401,61342000
402,59519300
403,85380100
404,83675100
405,77449200
406,74930800
407,69588400
408,71766300
409,70582800
410,66458500
411,66046900
412,66208800
413,82166500
414,63500300
415,61409400
416,61437300
417,60559600
418,65063200
419,60056800
420,59123100
421,60085000
422,61554500
423,65902700
424,60658500
425,62416700
426,64160800
427,62459200
428,59423700
429,62451500
430,59262100
431,60735400
432,62038700
433,60484200
434,64372500
435,62679400
436,59415800
437,67861000
438,72663500
439,75537900
440,65388600
441,69768100
442,69143700
443,68027100
444,66739100
445,64769100
446,64896400
447,65629800
448,67924600
449,62913100
450,67526000
451,79883100
452,73139500
453,66834600
454,70768300
455,68536800
456,69522200
457,73780500
458,70837100
459,88765400
460,82819400
461,77957300
462,74688600
463,78891700
464,72425000
465,64726000
466,63274800
467,63899400
468,68949000
469,63015800
470,66453900
471,64573500
472,72265100
473,73229900
474,73110600
475,66323900
476,68050200
477,66663500
478,72881200
479,79674800
480,76259500
481,66032800
482,63116600
483,68002000
484,62123900
485,63821500
486,63090200
487,61215600
488,60402300
489,64311700
490,77478800
491,75223900
492,65709900
493,73158100
494,72526000
495,63931200
496,65860000
497,63173200
498,66275600
499,61711200
500,64988900
